text,label,rationale,tokens
"మీరు చూస్తే, చాలా తేడా ఉంది... మంచి దర్శకుడు లేదా మంచి ఉద్యోగి అంటే ఏమిటి... ఐ లవ్ యు సర్... మరియు మీకు తెలుసు, అన్నా.",0,,"['మీరు', 'చూస్తే,', 'చాలా', 'తేడా', 'ఉంది...', 'మంచి', 'దర్శకుడు', 'లేదా', 'మంచి', 'ఉద్యోగి', 'అంటే', 'ఏమిటి...', 'ఐ', 'లవ్', 'యు', 'సర్...', 'మరియు', 'మీకు', 'తెలుసు,', 'అన్నా.']"
భారత్ మత్తా కీ జై,0,,"['భారత్', 'మత్తా', 'కీ', 'జై']"
మోడీ హయాంలో భారత్ శక్తివంతమైన దేశంగా అవతరించింది.,0,,"['మోడీ', 'హయాంలో', 'భారత్', 'శక్తివంతమైన', 'దేశంగా', 'అవతరించింది.']"
"మనం చూసిన ఆలోచన ఏమిటంటే ఇప్పుడు ప్రవాహం పెరుగుతోంది. ""డర్మో రక్షితి రక్షితి"".",0,,"['మనం', 'చూసిన', 'ఆలోచన', 'ఏమిటంటే', 'ఇప్పుడు', 'ప్రవాహం', 'పెరుగుతోంది.', '""డర్మో', 'రక్షితి', 'రక్షితి"".']"
తాము చెప్పినది నిజంగా తప్పు అని చెప్పే హక్కు వారికి లేదు.,0,,"['తాము', 'చెప్పినది', 'నిజంగా', 'తప్పు', 'అని', 'చెప్పే', 'హక్కు', 'వారికి', 'లేదు.']"
మీ దగ్గర చాలా డబ్బు ఉండటమే కాదు. మీ దగ్గర చాలా డబ్బు లేదు.,0,,"['మీ', 'దగ్గర', 'చాలా', 'డబ్బు', 'ఉండటమే', 'కాదు.', 'మీ', 'దగ్గర', 'చాలా', 'డబ్బు', 'లేదు.']"
"ఆపై మీరు ఏదో వ్రాయవలసి ఉంటుంది, ఆపై మీరు చెప్పాలనుకున్నది చెప్పాల్సి ఉంటుంది. మీరు ఇప్పటివరకు చేసిన వ్యాఖ్యలు ఏమిటి?",0,,"['ఆపై', 'మీరు', 'ఏదో', 'వ్రాయవలసి', 'ఉంటుంది,', 'ఆపై', 'మీరు', 'చెప్పాలనుకున్నది', 'చెప్పాల్సి', 'ఉంటుంది.', 'మీరు', 'ఇప్పటివరకు', 'చేసిన', 'వ్యాఖ్యలు', 'ఏమిటి?']"
యోగి ని సిఎం చేయ్యాదమ్ వల్ల అప్ లో మతపరమైన పోరాటాలు ఎక్కువ అయ్యయి #hindubjp,0,,"['యోగి', 'ని', 'సిఎం', 'చేయ్యాదమ్', 'వల్ల', 'అప్', 'లో', 'మతపరమైన', 'పోరాటాలు', 'ఎక్కువ', 'అయ్యయి', '#hindubjp']"
అబ్బూ సిగ్గులెకుండా వాడు మాట్లాడినా మతలు ఒక్కాడు కుడా లెవలేడు ఇక్కడా.. కేవలం మోడీలో ద్వేషం కోసం ఎక్కడైనా ఎంత దిగజారిపోవచ్చు.,0,,"['అబ్బూ', 'సిగ్గులెకుండా', 'వాడు', 'మాట్లాడినా', 'మతలు', 'ఒక్కాడు', 'కుడా', 'లెవలేడు', 'ఇక్కడా..', 'కేవలం', 'మోడీలో', 'ద్వేషం', 'కోసం', 'ఎక్కడైనా', 'ఎంత', 'దిగజారిపోవచ్చు.']"
"దేశంలోని మిగిలిన సంస్కృతి, భాష, భాష మొదలైన వాటికి, అభివృద్ధికి అనుకూలమైన వాతావరణాన్ని సృష్టించడమే చేయగల ఏకైక పని.",0,,"['దేశంలోని', 'మిగిలిన', 'సంస్కృతి,', 'భాష,', 'భాష', 'మొదలైన', 'వాటికి,', 'అభివృద్ధికి', 'అనుకూలమైన', 'వాతావరణాన్ని', 'సృష్టించడమే', 'చేయగల', 'ఏకైక', 'పని.']"
"మీరు ఈ భాగాన్ని చూస్తున్నట్లయితే, నేను క్యాబినెట్లో ఉన్నాను, నేను ప్లాస్టిక్తో వాస్తవాలను పంచుకుంటాను.",0,,"['మీరు', 'ఈ', 'భాగాన్ని', 'చూస్తున్నట్లయితే,', 'నేను', 'క్యాబినెట్లో', 'ఉన్నాను,', 'నేను', 'ప్లాస్టిక్తో', 'వాస్తవాలను', 'పంచుకుంటాను.']"
ఈ రాజకీయ పార్టీలు భారత సైన్యాన్ని చూడటం ద్వారా పరిష్కరించాల్సిన ఒక విషయం ఉంది.... ఎంఎంజీ గన్..... మందిర్ మసీదు గురుద్వారా జీవితం.....,0,,"['ఈ', 'రాజకీయ', 'పార్టీలు', 'భారత', 'సైన్యాన్ని', 'చూడటం', 'ద్వారా', 'పరిష్కరించాల్సిన', 'ఒక', 'విషయం', 'ఉంది....', 'ఎంఎంజీ', 'గన్.....', 'మందిర్', 'మసీదు', 'గురుద్వారా', 'జీవితం.....']"
మీకు భారతదేశానికి వెళ్లాలని లేదు.,0,,"['మీకు', 'భారతదేశానికి', 'వెళ్లాలని', 'లేదు.']"
కె. సి. ఆర్. దళిత సిఎం అని మోసమ్ చెసినట్టు దేశప్రజలను మోసమ్ చేయలేవు,0,,"['కె.', 'సి.', 'ఆర్.', 'దళిత', 'సిఎం', 'అని', 'మోసమ్', 'చెసినట్టు', 'దేశప్రజలను', 'మోసమ్', 'చేయలేవు']"
"బ్రిటన్ చేతులు కలై చైనా యొక్క నాటకం లా తోటి, కాబట్టి జాగ్రతలో బ్రిటన్ వండాలి ఉంది. బ్రిటన్ కోన్ని త్యాగలు చేయాలి.",0,,"['బ్రిటన్', 'చేతులు', 'కలై', 'చైనా', 'యొక్క', 'నాటకం', 'లా', 'తోటి,', 'కాబట్టి', 'జాగ్రతలో', 'బ్రిటన్', 'వండాలి', 'ఉంది.', 'బ్రిటన్', 'కోన్ని', 'త్యాగలు', 'చేయాలి.']"
"దేశంలో కొద్దిమంది మాత్రమే ఉంటే, ఎన్నికల్లో ఎవరు గెలుస్తారో, ఎవరు గెలుస్తారో మేము నిర్ణయిస్తాము.",0,,"['దేశంలో', 'కొద్దిమంది', 'మాత్రమే', 'ఉంటే,', 'ఎన్నికల్లో', 'ఎవరు', 'గెలుస్తారో,', 'ఎవరు', 'గెలుస్తారో', 'మేము', 'నిర్ణయిస్తాము.']"
సెంట్రల్ లా బి. జె. పి. యే ఉండీ గారా.... కె. సి. ఆర్. నీ యెమ్ పీకలేరు అని అర్దమైంది,0,,"['సెంట్రల్', 'లా', 'బి.', 'జె.', 'పి.', 'యే', 'ఉండీ', 'గారా....', 'కె.', 'సి.', 'ఆర్.', 'నీ', 'యెమ్', 'పీకలేరు', 'అని', 'అర్దమైంది']"
జెట్ల ఇండియా చేయదం ఎవరివల్లా కదాని తెలిసిపోయింది ప్రజాలకిని అభివృద్ధి చేసింది..................................................................................................................................................................................,0,,"['జెట్ల', 'ఇండియా', 'చేయదం', 'ఎవరివల్లా', 'కదాని', 'తెలిసిపోయింది', 'ప్రజాలకిని', 'అభివృద్ధి', 'చేసింది..................................................................................................................................................................................']"
300 మంది మాంధీ హిందువులు ని చాంపీనా మోడీ మల్లా వాడు ఓకా పిఎమ్,0,,"['300', 'మంది', 'మాంధీ', 'హిందువులు', 'ని', 'చాంపీనా', 'మోడీ', 'మల్లా', 'వాడు', 'ఓకా', 'పిఎమ్']"
